,date,close,bitcoin_scaled,__win,price_change
23,2015-01-24 00:00:00+00:00,247.8470001220703,58.0,2015-01-01_2015-06-30,0.06427373211222308
24,2015-01-25 00:00:00+00:00,253.71800231933594,62.0,2015-01-01_2015-06-30,0.02368800991891781
25,2015-01-26 00:00:00+00:00,273.4729919433594,81.0,2015-01-01_2015-06-30,0.0778619941960575
26,2015-01-27 00:00:00+00:00,263.4750061035156,67.0,2015-01-01_2015-06-30,-0.03655931713327835
27,2015-01-28 00:00:00+00:00,233.9149932861328,68.0,2015-01-01_2015-06-30,-0.1121928537151987
28,2015-01-29 00:00:00+00:00,233.51300048828125,65.0,2015-01-01_2015-06-30,-0.0017185422456431905
29,2015-01-30 00:00:00+00:00,226.4250030517578,58.0,2015-01-01_2015-06-30,-0.030353759412547764
30,2015-01-31 00:00:00+00:00,217.46400451660156,55.0,2015-01-01_2015-06-30,-0.039576011546339177
31,2015-02-01 00:00:00+00:00,226.9720001220703,57.0,2015-01-01_2015-06-30,0.043722158187070884
32,2015-02-02 00:00:00+00:00,238.22900390625,52.0,2015-01-01_2015-06-30,0.049596442636648724
33,2015-02-03 00:00:00+00:00,227.26800537109375,59.0,2015-01-01_2015-06-30,-0.046010344481269456
34,2015-02-04 00:00:00+00:00,226.85299682617188,57.0,2015-01-01_2015-06-30,-0.0018260755368721161
35,2015-02-05 00:00:00+00:00,217.11099243164062,62.0,2015-01-01_2015-06-30,-0.04294412915336599
36,2015-02-06 00:00:00+00:00,222.26600646972656,59.0,2015-01-01_2015-06-30,0.023743680503459725
37,2015-02-07 00:00:00+00:00,227.75399780273438,66.0,2015-01-01_2015-06-30,0.024691096133745927
38,2015-02-08 00:00:00+00:00,223.41200256347656,69.0,2015-01-01_2015-06-30,-0.019064408445723817
39,2015-02-09 00:00:00+00:00,220.11000061035156,65.0,2015-01-01_2015-06-30,-0.014779877156272409
40,2015-02-10 00:00:00+00:00,219.83900451660156,64.0,2015-01-01_2015-06-30,-0.0012311848303055036
41,2015-02-11 00:00:00+00:00,219.18499755859375,63.0,2015-01-01_2015-06-30,-0.0029749359511788724
42,2015-02-12 00:00:00+00:00,221.76400756835938,60.0,2015-01-01_2015-06-30,0.011766361924821929
43,2015-02-13 00:00:00+00:00,235.427001953125,57.0,2015-01-01_2015-06-30,0.061610513511999775
44,2015-02-14 00:00:00+00:00,257.3210144042969,55.0,2015-01-01_2015-06-30,0.09299703207166997
45,2015-02-15 00:00:00+00:00,234.8249969482422,62.0,2015-01-01_2015-06-30,-0.08742394206758979
46,2015-02-16 00:00:00+00:00,233.84300231933594,60.0,2015-01-01_2015-06-30,-0.004181814720187952
47,2015-02-17 00:00:00+00:00,243.61000061035156,64.0,2015-01-01_2015-06-30,0.04176733190278585
48,2015-02-18 00:00:00+00:00,236.3260040283203,64.0,2015-01-01_2015-06-30,-0.029900236294822028
49,2015-02-19 00:00:00+00:00,240.2830047607422,74.0,2015-01-01_2015-06-30,0.016743822791281508
50,2015-02-20 00:00:00+00:00,243.7790069580078,90.0,2015-01-01_2015-06-30,0.014549519225243213
51,2015-02-21 00:00:00+00:00,244.53399658203125,64.0,2015-01-01_2015-06-30,0.0030970247743830064
52,2015-02-22 00:00:00+00:00,235.9770050048828,60.0,2015-01-01_2015-06-30,-0.03499305494022756
53,2015-02-23 00:00:00+00:00,238.89199829101562,58.0,2015-01-01_2015-06-30,0.012352870086102228
54,2015-02-24 00:00:00+00:00,238.73500061035156,55.0,2015-01-01_2015-06-30,-0.0006571910394119172
55,2015-02-25 00:00:00+00:00,237.47000122070312,54.0,2015-01-01_2015-06-30,-0.005298759655745204
56,2015-02-26 00:00:00+00:00,236.42599487304688,54.0,2015-01-01_2015-06-30,-0.004396371509199417
57,2015-02-27 00:00:00+00:00,253.8280029296875,55.0,2015-01-01_2015-06-30,0.07360446158209016
58,2015-02-28 00:00:00+00:00,254.26300048828125,51.0,2015-01-01_2015-06-30,0.00171374928523646
59,2015-03-01 00:00:00+00:00,260.2019958496094,53.0,2015-01-01_2015-06-30,0.023357686135705963
60,2015-03-02 00:00:00+00:00,275.6700134277344,61.0,2015-01-01_2015-06-30,0.05944619113169735
61,2015-03-03 00:00:00+00:00,281.7019958496094,62.0,2015-01-01_2015-06-30,0.021881169978816926
62,2015-03-04 00:00:00+00:00,273.0920104980469,58.0,2015-01-01_2015-06-30,-0.03056416169716832
63,2015-03-05 00:00:00+00:00,276.1780090332031,60.0,2015-01-01_2015-06-30,0.011300215372570633
64,2015-03-06 00:00:00+00:00,272.7229919433594,67.0,2015-01-01_2015-06-30,-0.012510109338315837
65,2015-03-07 00:00:00+00:00,276.260986328125,69.0,2015-01-01_2015-06-30,0.012972849702017113
66,2015-03-08 00:00:00+00:00,274.35400390625,61.0,2015-01-01_2015-06-30,-0.006902829267430506
67,2015-03-09 00:00:00+00:00,289.60699462890625,65.0,2015-01-01_2015-06-30,0.05559602012540111
68,2015-03-10 00:00:00+00:00,291.760009765625,66.0,2015-01-01_2015-06-30,0.007434264975117605
69,2015-03-11 00:00:00+00:00,296.3789978027344,64.0,2015-01-01_2015-06-30,0.01583146381445447
70,2015-03-12 00:00:00+00:00,294.35400390625,61.0,2015-01-01_2015-06-30,-0.0068324473444376175
71,2015-03-13 00:00:00+00:00,285.3370056152344,61.0,2015-01-01_2015-06-30,-0.030633176961599902
72,2015-03-14 00:00:00+00:00,281.885009765625,57.0,2015-01-01_2015-06-30,-0.01209796059283055
73,2015-03-15 00:00:00+00:00,286.39300537109375,59.0,2015-01-01_2015-06-30,0.015992321156832533
74,2015-03-16 00:00:00+00:00,290.5929870605469,59.0,2015-01-01_2015-06-30,0.01466509869544823
75,2015-03-17 00:00:00+00:00,285.5050048828125,59.0,2015-01-01_2015-06-30,-0.017508964098552942
76,2015-03-18 00:00:00+00:00,256.29901123046875,61.0,2015-01-01_2015-06-30,-0.10229590778743634
77,2015-03-19 00:00:00+00:00,260.9280090332031,63.0,2015-01-01_2015-06-30,0.018060927275961654
78,2015-03-20 00:00:00+00:00,261.7489929199219,55.0,2015-01-01_2015-06-30,0.0031463999965380476
79,2015-03-21 00:00:00+00:00,260.0249938964844,53.0,2015-01-01_2015-06-30,-0.00658645905073236
80,2015-03-22 00:00:00+00:00,267.9599914550781,53.0,2015-01-01_2015-06-30,0.030516287837132543
81,2015-03-23 00:00:00+00:00,266.739990234375,54.0,2015-01-01_2015-06-30,-0.004552923046751369
82,2015-03-24 00:00:00+00:00,245.59500122070312,56.0,2015-01-01_2015-06-30,-0.07927191192851331
83,2015-03-25 00:00:00+00:00,246.19700622558594,61.0,2015-01-01_2015-06-30,0.0024512103336412077
84,2015-03-26 00:00:00+00:00,248.53199768066406,55.0,2015-01-01_2015-06-30,0.00948423984058772
85,2015-03-27 00:00:00+00:00,247.0290069580078,51.0,2015-01-01_2015-06-30,-0.00604747371236852
86,2015-03-28 00:00:00+00:00,252.79800415039062,47.0,2015-01-01_2015-06-30,0.023353521367486522
87,2015-03-29 00:00:00+00:00,242.71299743652344,51.0,2015-01-01_2015-06-30,-0.03989353771902239
88,2015-03-30 00:00:00+00:00,247.5260009765625,58.0,2015-01-01_2015-06-30,0.01983001978004002
89,2015-03-31 00:00:00+00:00,244.2239990234375,56.0,2015-01-01_2015-06-30,-0.013340020604290605
90,2015-04-01 00:00:00+00:00,247.27200317382812,56.0,2015-01-01_2015-06-30,0.012480362956050508
91,2015-04-02 00:00:00+00:00,253.0050048828125,54.0,2015-01-01_2015-06-30,0.023185001275515083
92,2015-04-03 00:00:00+00:00,254.32200622558594,52.0,2015-01-01_2015-06-30,0.0052054359295518665
93,2015-04-04 00:00:00+00:00,253.69700622558594,50.0,2015-01-01_2015-06-30,-0.00245751442934757
94,2015-04-05 00:00:00+00:00,260.5979919433594,52.0,2015-01-01_2015-06-30,0.027201683695223113
95,2015-04-06 00:00:00+00:00,255.49200439453125,53.0,2015-01-01_2015-06-30,-0.019593349552508847
96,2015-04-07 00:00:00+00:00,253.17999267578125,54.0,2015-01-01_2015-06-30,-0.009049252731916365
97,2015-04-08 00:00:00+00:00,245.02200317382812,54.0,2015-01-01_2015-06-30,-0.03222209391719247
98,2015-04-09 00:00:00+00:00,243.67599487304688,54.0,2015-01-01_2015-06-30,-0.005493418074075329
99,2015-04-10 00:00:00+00:00,236.07200622558594,53.0,2015-01-01_2015-06-30,-0.0312053251343964
100,2015-04-11 00:00:00+00:00,236.552001953125,47.0,2015-01-01_2015-06-30,0.0020332598312414376
101,2015-04-12 00:00:00+00:00,236.1529998779297,50.0,2015-01-01_2015-06-30,-0.0016867414855968055
102,2015-04-13 00:00:00+00:00,224.58700561523438,51.0,2015-01-01_2015-06-30,-0.048976698448353034
103,2015-04-14 00:00:00+00:00,219.15899658203125,57.0,2015-01-01_2015-06-30,-0.02416884725068407
104,2015-04-15 00:00:00+00:00,223.83299255371094,51.0,2015-01-01_2015-06-30,0.021326963732151465
105,2015-04-16 00:00:00+00:00,228.572998046875,50.0,2015-01-01_2015-06-30,0.021176527370184946
106,2015-04-17 00:00:00+00:00,222.8820037841797,50.0,2015-01-01_2015-06-30,-0.024897928938781396
107,2015-04-18 00:00:00+00:00,223.3560028076172,46.0,2015-01-01_2015-06-30,0.002126681452022843
108,2015-04-19 00:00:00+00:00,222.60000610351562,50.0,2015-01-01_2015-06-30,-0.0033847163031150936
109,2015-04-20 00:00:00+00:00,224.62600708007812,50.0,2015-01-01_2015-06-30,0.009101531540930638
110,2015-04-21 00:00:00+00:00,235.2689971923828,54.0,2015-01-01_2015-06-30,0.04738093442808922
111,2015-04-22 00:00:00+00:00,234.17599487304688,56.0,2015-01-01_2015-06-30,-0.0046457558470492984
112,2015-04-23 00:00:00+00:00,236.46200561523438,52.0,2015-01-01_2015-06-30,0.00976193458012982
113,2015-04-24 00:00:00+00:00,231.26800537109375,51.0,2015-01-01_2015-06-30,-0.021965474878836072
114,2015-04-25 00:00:00+00:00,226.38999938964844,45.0,2015-01-01_2015-06-30,-0.02109243764012251
115,2015-04-26 00:00:00+00:00,219.42999267578125,50.0,2015-01-01_2015-06-30,-0.03074343713340471
116,2015-04-27 00:00:00+00:00,229.28599548339844,49.0,2015-01-01_2015-06-30,0.044916388536638756
117,2015-04-28 00:00:00+00:00,225.85499572753906,47.0,2015-01-01_2015-06-30,-0.01496384351179354
118,2015-04-29 00:00:00+00:00,225.80799865722656,47.0,2015-01-01_2015-06-30,-0.00020808514844274277
119,2015-04-30 00:00:00+00:00,236.14500427246094,54.0,2015-01-01_2015-06-30,0.0457778540915453
120,2015-05-01 00:00:00+00:00,232.07899475097656,48.0,2015-01-01_2015-06-30,-0.017218274568252426
121,2015-05-02 00:00:00+00:00,234.92999267578125,45.0,2015-01-01_2015-06-30,0.01228460131802898
122,2015-05-03 00:00:00+00:00,240.35800170898438,43.0,2015-01-01_2015-06-30,0.0231047937786902
123,2015-05-04 00:00:00+00:00,239.01800537109375,48.0,2015-01-01_2015-06-30,-0.005575001990210576
124,2015-05-05 00:00:00+00:00,236.12100219726562,47.0,2015-01-01_2015-06-30,-0.01212043908294819
125,2015-05-06 00:00:00+00:00,229.78199768066406,48.0,2015-01-01_2015-06-30,-0.026846423899665163
126,2015-05-07 00:00:00+00:00,237.33399963378906,48.0,2015-01-01_2015-06-30,0.03286594262976283
127,2015-05-08 00:00:00+00:00,243.86300659179688,48.0,2015-01-01_2015-06-30,0.02750978354589817
128,2015-05-09 00:00:00+00:00,241.83200073242188,42.0,2015-01-01_2015-06-30,-0.008328470512030993
129,2015-05-10 00:00:00+00:00,240.29600524902344,43.0,2015-01-01_2015-06-30,-0.006351498059588729
130,2015-05-11 00:00:00+00:00,242.1580047607422,50.0,2015-01-01_2015-06-30,0.007748774307709042
131,2015-05-12 00:00:00+00:00,241.11199951171875,51.0,2015-01-01_2015-06-30,-0.004319515475265479
132,2015-05-13 00:00:00+00:00,236.3769989013672,51.0,2015-01-01_2015-06-30,-0.019638179020291472
133,2015-05-14 00:00:00+00:00,236.9290008544922,61.0,2015-01-01_2015-06-30,0.0023352608574040376
134,2015-05-15 00:00:00+00:00,237.60499572753906,50.0,2015-01-01_2015-06-30,0.002853153774374928
135,2015-05-16 00:00:00+00:00,236.1529998779297,50.0,2015-01-01_2015-06-30,-0.00611096515527129
136,2015-05-17 00:00:00+00:00,236.802001953125,50.0,2015-01-01_2015-06-30,0.0027482271050157715
137,2015-05-18 00:00:00+00:00,233.1280059814453,51.0,2015-01-01_2015-06-30,-0.015515054523934962
138,2015-05-19 00:00:00+00:00,231.94700622558594,55.0,2015-01-01_2015-06-30,-0.005065885374378276
139,2015-05-20 00:00:00+00:00,234.01800537109375,55.0,2015-01-01_2015-06-30,0.008928759974998814
140,2015-05-21 00:00:00+00:00,235.343994140625,53.0,2015-01-01_2015-06-30,0.005666182682945977
141,2015-05-22 00:00:00+00:00,240.34800720214844,47.0,2015-01-01_2015-06-30,0.02126254838070519
142,2015-05-23 00:00:00+00:00,238.8719940185547,48.0,2015-01-01_2015-06-30,-0.006141150079735531
143,2015-05-24 00:00:00+00:00,240.9530029296875,51.0,2015-01-01_2015-06-30,0.008711816216392314
144,2015-05-25 00:00:00+00:00,237.11000061035156,51.0,2015-01-01_2015-06-30,-0.015949177941797073
145,2015-05-26 00:00:00+00:00,237.11599731445312,51.0,2015-01-01_2015-06-30,2.529081053572694e-05
146,2015-05-27 00:00:00+00:00,237.2830047607422,51.0,2015-01-01_2015-06-30,0.0007043280427325379
147,2015-05-28 00:00:00+00:00,237.4080047607422,45.0,2015-01-01_2015-06-30,0.0005267971051110058
148,2015-05-29 00:00:00+00:00,237.0959930419922,55.0,2015-01-01_2015-06-30,-0.001314242622376793
149,2015-05-30 00:00:00+00:00,233.34500122070312,64.0,2015-01-01_2015-06-30,-0.015820561845702397
150,2015-05-31 00:00:00+00:00,230.19000244140625,55.0,2015-01-01_2015-06-30,-0.013520747231747227
151,2015-06-01 00:00:00+00:00,222.92599487304688,52.0,2015-01-01_2015-06-30,-0.03155657279341831
152,2015-06-02 00:00:00+00:00,225.80299377441406,49.0,2015-01-01_2015-06-30,0.012905623245084525
153,2015-06-03 00:00:00+00:00,225.87399291992188,49.0,2015-01-01_2015-06-30,0.0003144296021989124
154,2015-06-04 00:00:00+00:00,224.32400512695312,51.0,2015-01-01_2015-06-30,-0.006862179097875427
155,2015-06-05 00:00:00+00:00,224.95199584960938,47.0,2015-01-01_2015-06-30,0.002799480698915157
156,2015-06-06 00:00:00+00:00,225.61900329589844,48.0,2015-01-01_2015-06-30,0.002965110150589583
157,2015-06-07 00:00:00+00:00,222.88099670410156,46.0,2015-01-01_2015-06-30,-0.012135531811591199
158,2015-06-08 00:00:00+00:00,228.48899841308594,46.0,2015-01-01_2015-06-30,0.02516141704278898
159,2015-06-09 00:00:00+00:00,229.04800415039062,48.0,2015-01-01_2015-06-30,0.0024465323984398557
160,2015-06-10 00:00:00+00:00,228.80299377441406,49.0,2015-01-01_2015-06-30,-0.001069690071674631
161,2015-06-11 00:00:00+00:00,229.7050018310547,45.0,2015-01-01_2015-06-30,0.003942291321283805
162,2015-06-12 00:00:00+00:00,229.98199462890625,47.0,2015-01-01_2015-06-30,0.0012058631533643635
163,2015-06-13 00:00:00+00:00,232.40199279785156,41.0,2015-01-01_2015-06-30,0.010522554919354304
164,2015-06-14 00:00:00+00:00,233.54299926757812,46.0,2015-01-01_2015-06-30,0.0049096242936222815
165,2015-06-15 00:00:00+00:00,236.822998046875,45.0,2015-01-01_2015-06-30,0.014044517667339149
166,2015-06-16 00:00:00+00:00,250.89500427246094,52.0,2015-01-01_2015-06-30,0.059419931094701485
167,2015-06-17 00:00:00+00:00,249.28399658203125,55.0,2015-01-01_2015-06-30,-0.006421043316909587
168,2015-06-18 00:00:00+00:00,249.0070037841797,96.0,2015-01-01_2015-06-30,-0.0011111535503660508
169,2015-06-19 00:00:00+00:00,244.6060028076172,60.0,2015-01-01_2015-06-30,-0.017674205583297378
170,2015-06-20 00:00:00+00:00,245.21200561523438,58.0,2015-01-01_2015-06-30,0.0024774649872096933
171,2015-06-21 00:00:00+00:00,243.94400024414062,50.0,2015-01-01_2015-06-30,-0.0051710574607158315
172,2015-06-22 00:00:00+00:00,246.99000549316406,50.0,2015-01-01_2015-06-30,0.01248649380995219
173,2015-06-23 00:00:00+00:00,244.29600524902344,49.0,2015-01-01_2015-06-30,-0.010907324929045304
174,2015-06-24 00:00:00+00:00,240.51499938964844,49.0,2015-01-01_2015-06-30,-0.015477149761498667
175,2015-06-25 00:00:00+00:00,242.7989959716797,54.0,2015-01-01_2015-06-30,0.009496275025787648
176,2015-06-26 00:00:00+00:00,243.593994140625,46.0,2015-01-01_2015-06-30,0.0032743058337771787
177,2015-06-27 00:00:00+00:00,250.99000549316406,50.0,2015-01-01_2015-06-30,0.03036204311453344
178,2015-06-28 00:00:00+00:00,249.01100158691406,52.0,2015-01-01_2015-06-30,-0.00788479167671041
179,2015-06-29 00:00:00+00:00,257.0639953613281,65.0,2015-01-01_2015-06-30,0.032339911582594354
180,2015-06-30 00:00:00+00:00,263.0719909667969,71.0,2015-01-01_2015-06-30,0.02337159506536081
181,2015-07-01 00:00:00+00:00,258.6210021972656,69.27586206896552,2015-06-23_2015-12-20,-0.01691928035810176
182,2015-07-02 00:00:00+00:00,255.41200256347656,60.827586206896555,2015-06-23_2015-12-20,-0.012408116922156877
183,2015-07-03 00:00:00+00:00,256.33599853515625,59.13793103448276,2015-06-23_2015-12-20,0.0036176685606231457
184,2015-07-04 00:00:00+00:00,260.885986328125,62.51724137931035,2015-06-23_2015-12-20,0.017750092920892354
185,2015-07-05 00:00:00+00:00,271.9129943847656,65.89655172413794,2015-06-23_2015-12-20,0.04226753691082352
186,2015-07-06 00:00:00+00:00,269.0299987792969,69.27586206896552,2015-06-23_2015-12-20,-0.01060264005400646
187,2015-07-07 00:00:00+00:00,266.2070007324219,62.51724137931035,2015-06-23_2015-12-20,-0.010493246328231568
188,2015-07-08 00:00:00+00:00,270.7850036621094,65.89655172413794,2015-06-23_2015-12-20,0.017197154534223096
189,2015-07-09 00:00:00+00:00,269.2279968261719,65.89655172413794,2015-06-23_2015-12-20,-0.005749974388834185
190,2015-07-10 00:00:00+00:00,284.8940124511719,69.27586206896552,2015-06-23_2015-12-20,0.058188657233574505
191,2015-07-11 00:00:00+00:00,293.114990234375,64.20689655172414,2015-06-23_2015-12-20,0.028856267327177058
192,2015-07-12 00:00:00+00:00,310.86700439453125,69.27586206896552,2015-06-23_2015-12-20,0.06056331048085164
193,2015-07-13 00:00:00+00:00,292.0539855957031,69.27586206896552,2015-06-23_2015-12-20,-0.06051790165209017
194,2015-07-14 00:00:00+00:00,287.4639892578125,59.13793103448276,2015-06-23_2015-12-20,-0.015716259884378567
195,2015-07-15 00:00:00+00:00,285.8290100097656,59.13793103448276,2015-06-23_2015-12-20,-0.0056875967395712355
196,2015-07-16 00:00:00+00:00,278.0889892578125,59.13793103448276,2015-06-23_2015-12-20,-0.02707919938458549
197,2015-07-17 00:00:00+00:00,279.47198486328125,55.758620689655174,2015-06-23_2015-12-20,0.004973212384854956
198,2015-07-18 00:00:00+00:00,274.9010009765625,57.44827586206897,2015-06-23_2015-12-20,-0.016355785675458284
199,2015-07-19 00:00:00+00:00,273.614013671875,55.758620689655174,2015-06-23_2015-12-20,-0.004681639208717271
200,2015-07-20 00:00:00+00:00,278.9809875488281,57.44827586206897,2015-06-23_2015-12-20,0.01961512791296333
201,2015-07-21 00:00:00+00:00,275.8330078125,57.44827586206897,2015-06-23_2015-12-20,-0.011283850430048233
202,2015-07-22 00:00:00+00:00,277.22198486328125,57.44827586206897,2015-06-23_2015-12-20,0.005035572289903099
203,2015-07-23 00:00:00+00:00,276.04901123046875,54.06896551724138,2015-06-23_2015-12-20,-0.004231171035698992
204,2015-07-24 00:00:00+00:00,288.27801513671875,55.758620689655174,2015-06-23_2015-12-20,0.04430011848888749
205,2015-07-25 00:00:00+00:00,288.6969909667969,54.06896551724138,2015-06-23_2015-12-20,0.0014533742015651852
206,2015-07-26 00:00:00+00:00,292.6860046386719,57.44827586206897,2015-06-23_2015-12-20,0.013817302558355301
207,2015-07-27 00:00:00+00:00,293.6239929199219,57.44827586206897,2015-06-23_2015-12-20,0.003204759593503522
208,2015-07-28 00:00:00+00:00,294.427001953125,67.58620689655173,2015-06-23_2015-12-20,0.0027348209021260885
209,2015-07-29 00:00:00+00:00,289.5899963378906,54.06896551724138,2015-06-23_2015-12-20,-0.016428539444912946
210,2015-07-30 00:00:00+00:00,287.72198486328125,52.37931034482759,2015-06-23_2015-12-20,-0.006450538686529069
211,2015-07-31 00:00:00+00:00,284.6499938964844,50.689655172413794,2015-06-23_2015-12-20,-0.0106769420774593
212,2015-08-01 00:00:00+00:00,281.60101318359375,84.48275862068965,2015-06-23_2015-12-20,-0.010711332437264746
213,2015-08-02 00:00:00+00:00,282.614013671875,70.96551724137932,2015-06-23_2015-12-20,0.0035972899274364827
214,2015-08-03 00:00:00+00:00,281.22698974609375,67.58620689655173,2015-06-23_2015-12-20,-0.004907838460521758
215,2015-08-04 00:00:00+00:00,285.2179870605469,60.827586206896555,2015-06-23_2015-12-20,0.0141913737300122
216,2015-08-05 00:00:00+00:00,281.8819885253906,57.44827586206897,2015-06-23_2015-12-20,-0.0116963118965147
217,2015-08-06 00:00:00+00:00,278.5769958496094,52.37931034482759,2015-06-23_2015-12-20,-0.011724738757061632
218,2015-08-07 00:00:00+00:00,279.5849914550781,50.689655172413794,2015-06-23_2015-12-20,0.003618373449661721
219,2015-08-08 00:00:00+00:00,260.99700927734375,52.37931034482759,2015-06-23_2015-12-20,-0.066484191733593
220,2015-08-09 00:00:00+00:00,265.0830078125,52.37931034482759,2015-06-23_2015-12-20,0.015655346191397686
221,2015-08-10 00:00:00+00:00,264.4700012207031,52.37931034482759,2015-06-23_2015-12-20,-0.0023125080587227615
222,2015-08-11 00:00:00+00:00,270.385986328125,52.37931034482759,2015-06-23_2015-12-20,0.0223692104212792
223,2015-08-12 00:00:00+00:00,266.3760070800781,55.758620689655174,2015-06-23_2015-12-20,-0.014830573516412175
224,2015-08-13 00:00:00+00:00,264.0799865722656,54.06896551724138,2015-06-23_2015-12-20,-0.008619471899818173
225,2015-08-14 00:00:00+00:00,265.67999267578125,50.689655172413794,2015-06-23_2015-12-20,0.006058793490122291
226,2015-08-15 00:00:00+00:00,261.5509948730469,49.0,2015-06-23_2015-12-20,-0.015541244792840452
227,2015-08-16 00:00:00+00:00,258.5069885253906,54.06896551724138,2015-06-23_2015-12-20,-0.0116382900746899
228,2015-08-17 00:00:00+00:00,257.97601318359375,55.758620689655174,2015-06-23_2015-12-20,-0.002054007687860719
229,2015-08-18 00:00:00+00:00,211.07899475097656,59.13793103448276,2015-06-23_2015-12-20,-0.18178829052312703
230,2015-08-19 00:00:00+00:00,226.6840057373047,76.0344827586207,2015-06-23_2015-12-20,0.07392972003082712
231,2015-08-20 00:00:00+00:00,235.35000610351562,65.89655172413794,2015-06-23_2015-12-20,0.03822943016215105
232,2015-08-21 00:00:00+00:00,232.56900024414062,64.20689655172414,2015-06-23_2015-12-20,-0.011816468184631407
233,2015-08-22 00:00:00+00:00,230.38999938964844,57.44827586206897,2015-06-23_2015-12-20,-0.009369266119752714
234,2015-08-23 00:00:00+00:00,228.16900634765625,62.51724137931035,2015-06-23_2015-12-20,-0.009640145179374388
235,2015-08-24 00:00:00+00:00,210.4949951171875,67.58620689655173,2015-06-23_2015-12-20,-0.07746017530329792
236,2015-08-25 00:00:00+00:00,221.60899353027344,69.27586206896552,2015-06-23_2015-12-20,0.05279934758970641
237,2015-08-26 00:00:00+00:00,225.83099365234375,60.827586206896555,2015-06-23_2015-12-20,0.019051573922217898
238,2015-08-27 00:00:00+00:00,224.7689971923828,55.758620689655174,2015-06-23_2015-12-20,-0.00470261607047539
239,2015-08-28 00:00:00+00:00,231.39599609375,54.06896551724138,2015-06-23_2015-12-20,0.029483598646369586
240,2015-08-29 00:00:00+00:00,229.77999877929688,52.37931034482759,2015-06-23_2015-12-20,-0.0069836874523896445
241,2015-08-30 00:00:00+00:00,228.76100158691406,55.758620689655174,2015-06-23_2015-12-20,-0.004434664452068158
242,2015-08-31 00:00:00+00:00,230.05599975585938,52.37931034482759,2015-06-23_2015-12-20,0.005660921922713731
243,2015-09-01 00:00:00+00:00,228.12100219726562,54.06896551724138,2015-06-23_2015-12-20,-0.008410984980383963
244,2015-09-02 00:00:00+00:00,229.28399658203125,54.06896551724138,2015-06-23_2015-12-20,0.005098146920115386
245,2015-09-03 00:00:00+00:00,227.18299865722656,50.689655172413794,2015-06-23_2015-12-20,-0.009163299471941168
246,2015-09-04 00:00:00+00:00,230.29800415039062,50.689655172413794,2015-06-23_2015-12-20,0.013711437526467283
247,2015-09-05 00:00:00+00:00,235.0189971923828,49.0,2015-06-23_2015-12-20,0.020499496117687827
248,2015-09-06 00:00:00+00:00,239.83999633789062,49.0,2015-06-23_2015-12-20,0.0205132317093559
249,2015-09-07 00:00:00+00:00,239.8470001220703,47.310344827586206,2015-06-23_2015-12-20,2.9201902462591982e-05
250,2015-09-08 00:00:00+00:00,243.60699462890625,50.689655172413794,2015-06-23_2015-12-20,0.015676637626996733
