,Unnamed: 0,date,close,price_change,bitcoin,bitcoin_price,nft,blockchain
0,0,2015-01-01 00:00:00+00:00,314.2489929199219,,331.25,28.0,9.384615384615385,18.72
1,1,2015-01-02 00:00:00+00:00,315.0320129394531,0.0024917184690255,362.5,30.0,10.307692307692308,20.453333333333333
2,2,2015-01-03 00:00:00+00:00,281.0820007324219,-0.1077668643584999,375.0,35.0,11.846153846153847,23.573333333333334
3,3,2015-01-04 00:00:00+00:00,264.19500732421875,-0.0600785299812876,462.5,56.0,9.538461538461538,18.72
4,4,2015-01-05 00:00:00+00:00,274.4739990234375,0.0389068355353302,456.25,56.0,7.846153846153846,24.613333333333333
5,5,2015-01-06 00:00:00+00:00,286.1889953613281,0.0426816251432627,512.5,59.0,10.923076923076923,21.493333333333332
6,6,2015-01-07 00:00:00+00:00,294.3370056152344,0.0284707322293052,406.25,42.0,9.23076923076923,18.373333333333335
7,7,2015-01-08 00:00:00+00:00,283.3489990234375,-0.0373313799562149,393.75,40.0,9.692307692307692,17.68
8,8,2015-01-09 00:00:00+00:00,290.4079895019531,0.0249127066015565,375.0,37.0,9.076923076923077,20.453333333333333
9,9,2015-01-10 00:00:00+00:00,274.7959899902344,-0.0537588498804498,381.25,31.0,7.846153846153846,16.986666666666668
10,10,2015-01-11 00:00:00+00:00,265.6600036621094,-0.0332464324841482,362.5,29.0,9.23076923076923,20.453333333333333
11,11,2015-01-12 00:00:00+00:00,267.7959899902344,0.0080403007554036,337.5,30.0,11.384615384615385,19.76
12,12,2015-01-13 00:00:00+00:00,225.86099243164065,-0.1565930750498653,437.5,56.0,12.0,21.493333333333332
13,13,2015-01-14 00:00:00+00:00,178.10299682617188,-0.2114486219656687,625.0,100.0,12.0,26.0
14,14,2015-01-15 00:00:00+00:00,209.843994140625,0.1782170871915887,550.0,90.0,8.461538461538462,21.14666666666667
15,15,2015-01-16 00:00:00+00:00,208.0970001220703,-0.0083252038053753,443.75,66.0,8.923076923076923,22.88
16,16,2015-01-17 00:00:00+00:00,199.259994506836,-0.0424658001319123,418.75,52.0,8.615384615384615,18.72
17,17,2015-01-18 00:00:00+00:00,210.3390045166016,0.0556007744413821,387.5,49.0,9.076923076923077,18.373333333333335
18,18,2015-01-19 00:00:00+00:00,214.86099243164065,0.0214985704883002,362.5,44.0,7.384615384615385,20.453333333333333
19,19,2015-01-20 00:00:00+00:00,211.31500244140625,-0.0165036470794602,381.25,45.0,9.23076923076923,21.493333333333332
20,20,2015-01-21 00:00:00+00:00,226.89700317382807,0.0737382606648691,406.25,48.0,7.846153846153846,25.653333333333332
21,21,2015-01-22 00:00:00+00:00,233.406005859375,0.0286870368250754,418.75,46.0,9.846153846153847,24.266666666666666
22,22,2015-01-23 00:00:00+00:00,232.8789978027344,-0.0022579027249116,375.0,44.0,9.23076923076923,21.14666666666667
23,23,2015-01-24 00:00:00+00:00,247.8470001220703,0.064273732112223,362.5,35.0,8.461538461538462,20.8
24,24,2015-01-25 00:00:00+00:00,253.718002319336,0.0236880099189178,387.5,35.0,9.384615384615385,17.68
25,25,2015-01-26 00:00:00+00:00,273.4729919433594,0.0778619941960575,506.25,73.0,8.461538461538462,22.533333333333335
26,26,2015-01-27 00:00:00+00:00,263.4750061035156,-0.0365593171332783,418.75,57.0,10.153846153846153,21.84
27,27,2015-01-28 00:00:00+00:00,233.9149932861328,-0.1121928537151987,425.0,45.0,10.615384615384615,18.72
28,28,2015-01-29 00:00:00+00:00,233.51300048828125,-0.0017185422456431,406.25,48.0,9.538461538461538,19.76
29,29,2015-01-30 00:00:00+00:00,226.4250030517578,-0.0303537594125477,362.5,36.0,9.384615384615385,18.373333333333335
30,30,2015-01-31 00:00:00+00:00,217.4640045166016,-0.0395760115463391,343.75,38.0,6.0,19.413333333333334
31,31,2015-02-01 00:00:00+00:00,226.9720001220703,0.0437221581870708,356.25,31.0,7.6923076923076925,12.133333333333333
32,32,2015-02-02 00:00:00+00:00,238.22900390625,0.0495964426366487,325.0,28.0,10.0,21.14666666666667
33,33,2015-02-03 00:00:00+00:00,227.2680053710937,-0.0460103444812694,368.75,39.0,10.307692307692308,21.14666666666667
34,34,2015-02-04 00:00:00+00:00,226.85299682617188,-0.0018260755368721,356.25,35.0,10.307692307692308,18.373333333333335
35,35,2015-02-05 00:00:00+00:00,217.11099243164065,-0.0429441291533659,387.5,37.0,7.6923076923076925,13.866666666666667
36,36,2015-02-06 00:00:00+00:00,222.26600646972656,0.0237436805034597,368.75,31.0,8.615384615384615,19.413333333333334
37,37,2015-02-07 00:00:00+00:00,227.7539978027344,0.0246910961337459,412.5,35.0,8.76923076923077,23.573333333333334
38,38,2015-02-08 00:00:00+00:00,223.41200256347656,-0.0190644084457238,431.25,32.0,9.076923076923077,20.106666666666666
39,39,2015-02-09 00:00:00+00:00,220.1100006103516,-0.0147798771562724,406.25,38.0,13.076923076923077,19.413333333333334
40,40,2015-02-10 00:00:00+00:00,219.8390045166016,-0.0012311848303055,400.0,40.0,12.461538461538462,20.453333333333333
41,41,2015-02-11 00:00:00+00:00,219.1849975585937,-0.0029749359511788,393.75,35.0,8.615384615384615,21.14666666666667
42,42,2015-02-12 00:00:00+00:00,221.7640075683593,0.0117663619248219,375.0,33.0,12.615384615384615,20.8
43,43,2015-02-13 00:00:00+00:00,235.427001953125,0.0616105135119997,356.25,36.0,10.923076923076923,21.493333333333332
44,44,2015-02-14 00:00:00+00:00,257.3210144042969,0.0929970320716699,343.75,35.0,9.076923076923077,16.64
45,45,2015-02-15 00:00:00+00:00,234.8249969482422,-0.0874239420675897,387.5,34.0,5.6923076923076925,18.72
